# distance(pc) r21 co21(Jy/b.km/s) co21snr co21(Jy/b.km/s) co10snr peak(Jy/b) disp(km/s) r21mask p21
1.9980000e+03 9.2386442e-01 1.0702000e+02 7.3100000e+01 2.8960000e+01 2.3000000e+01 1.8800000e+00 2.2740000e+01 -1.0000000e+00 7.6161146e-01
1.8740000e+03 8.9260203e-01 1.1510000e+02 7.8600000e+01 3.2240000e+01 2.5600000e+01 2.0000000e+00 2.3010000e+01 -1.0000000e+00 7.3829538e-01
1.7500000e+03 8.3504659e-01 1.1014000e+02 7.5200000e+01 3.2970000e+01 2.4500000e+01 1.8500000e+00 2.3760000e+01 -1.0000000e+00 7.1208537e-01
1.6260000e+03 8.2738131e-01 9.6900000e+01 6.6200000e+01 2.9280000e+01 2.1800000e+01 1.5900000e+00 2.4280000e+01 -1.0000000e+00 7.1112353e-01
1.5030000e+03 8.2453251e-01 8.1290000e+01 5.7100000e+01 2.4650000e+01 1.8300000e+01 1.3100000e+00 2.4760000e+01 -1.0000000e+00 7.1637517e-01
1.3810000e+03 8.3741474e-01 6.8790000e+01 4.8400000e+01 2.0540000e+01 1.5300000e+01 1.0500000e+00 2.6250000e+01 -1.0000000e+00 6.9555885e-01
1.2590000e+03 1.0179528e+00 5.8450000e+01 4.1100000e+01 1.4360000e+01 1.2300000e+01 8.1000000e-01 2.8860000e+01 -1.0000000e+00 6.5428340e-01
1.1390000e+03 1.2946576e+00 4.8570000e+01 3.5200000e+01 9.3800000e+00 9.9000000e+00 6.1000000e-01 3.1920000e+01 -1.0000000e+00 5.9081334e-01
1.0200000e+03 1.2726244e+00 3.9540000e+01 2.9600000e+01 7.7700000e+00 8.2000000e+00 4.8000000e-01 3.2580000e+01 -1.0000000e+00 5.6092745e-01
9.0300000e+02 1.6902932e+00 3.3940000e+01 2.4600000e+01 5.0200000e+00 6.1000000e+00 4.4000000e-01 3.1120000e+01 1.0000000e+00 6.0475063e-01
7.8900000e+02 2.2206774e+00 2.7870000e+01 2.1600000e+01 3.1400000e+00 4.7000000e+00 4.2000000e-01 2.6600000e+01 1.0000000e+00 6.3316715e-01
6.7900000e+02 4.4000511e+00 2.7490000e+01 2.1300000e+01 1.5600000e+00 3.3000000e+00 4.0000000e-01 2.7260000e+01 1.0000000e+00 6.4404142e-01
5.7700000e+02 5.2096152e+00 3.0130000e+01 2.3300000e+01 1.4500000e+00 3.0000000e+00 4.0000000e-01 3.0060000e+01 1.0000000e+00 6.9140518e-01
4.8500000e+02 5.1491418e+00 3.5600000e+01 2.6600000e+01 1.7300000e+00 3.6000000e+00 4.8000000e-01 2.9700000e+01 1.0000000e+00 6.9160002e-01
4.1300000e+02 1.2373238e+00 4.2210000e+01 2.9700000e+01 8.5300000e+00 8.0000000e+00 5.4000000e-01 3.1450000e+01 -1.0000000e+00 6.2114948e-01
3.7100000e+02 1.2525625e+00 4.8730000e+01 3.0800000e+01 9.7300000e+00 9.1000000e+00 5.7000000e-01 3.4170000e+01 -1.0000000e+00 6.1537182e-01
3.7000000e+02 1.5141129e+00 5.0730000e+01 3.1300000e+01 8.3800000e+00 8.8000000e+00 5.6000000e-01 3.5870000e+01 1.0000000e+00 6.4807606e-01
4.1000000e+02 1.3330251e+00 4.8760000e+01 3.0800000e+01 9.1400000e+00 8.6000000e+00 5.0000000e-01 3.9170000e+01 -1.0000000e+00 5.8303481e-01
4.8000000e+02 2.1204603e+00 4.6160000e+01 2.9200000e+01 5.4400000e+00 6.6000000e+00 4.3000000e-01 4.2660000e+01 1.0000000e+00 5.2206582e-01
5.7100000e+02 2.9447455e+00 4.0280000e+01 2.7500000e+01 3.4200000e+00 5.1000000e+00 4.0000000e-01 3.9740000e+01 1.0000000e+00 5.4350835e-01
6.7300000e+02 2.8757987e+00 3.4410000e+01 2.4900000e+01 2.9900000e+00 4.4000000e+00 3.8000000e-01 3.6240000e+01 1.0000000e+00 6.1707658e-01
7.8200000e+02 inf 2.7640000e+01 2.3100000e+01 0.0000000e+00 0.0000000e+00 3.5000000e-01 3.1330000e+01 1.0000000e+00 inf
8.9600000e+02 inf 2.5620000e+01 2.1400000e+01 0.0000000e+00 0.0000000e+00 3.6000000e-01 2.8180000e+01 1.0000000e+00 inf
1.0130000e+03 inf 2.2780000e+01 1.9900000e+01 0.0000000e+00 0.0000000e+00 3.6000000e-01 2.5170000e+01 1.0000000e+00 inf
1.1320000e+03 inf 1.8810000e+01 1.8200000e+01 0.0000000e+00 0.0000000e+00 3.7000000e-01 2.0430000e+01 1.0000000e+00 inf
1.2520000e+03 inf 1.6530000e+01 1.6000000e+01 0.0000000e+00 0.0000000e+00 3.5000000e-01 1.8870000e+01 1.0000000e+00 inf
1.3730000e+03 inf 1.3330000e+01 1.5800000e+01 0.0000000e+00 0.0000000e+00 3.5000000e-01 1.5080000e+01 1.0000000e+00 inf
1.4960000e+03 inf 1.4030000e+01 1.8200000e+01 0.0000000e+00 0.0000000e+00 3.7000000e-01 1.5330000e+01 1.0000000e+00 inf
1.6190000e+03 inf 1.6660000e+01 2.1600000e+01 0.0000000e+00 0.0000000e+00 5.6000000e-01 1.1880000e+01 1.0000000e+00 inf
1.7420000e+03 1.4118465e+00 1.9130000e+01 2.4800000e+01 3.3900000e+00 5.0000000e+00 7.5000000e-01 1.0180000e+01 -1.0000000e+00 1.0643933e+00
1.8660000e+03 1.5969576e+00 2.3750000e+01 2.6000000e+01 3.7200000e+00 5.5000000e+00 8.7000000e-01 1.0900000e+01 1.0000000e+00 1.0373046e+00
1.9900000e+03 1.6930766e+00 2.6390000e+01 2.8900000e+01 3.9000000e+00 5.8000000e+00 8.9000000e-01 1.1870000e+01 1.0000000e+00 1.0408182e+00
2.1150000e+03 1.2180356e+00 2.7510000e+01 3.2600000e+01 5.6500000e+00 6.9000000e+00 8.0000000e-01 1.3700000e+01 -1.0000000e+00 9.5293087e-01
2.2390000e+03 1.1951810e+00 2.7410000e+01 3.2400000e+01 5.7300000e+00 7.0000000e+00 7.8000000e-01 1.4040000e+01 -1.0000000e+00 9.1761512e-01
2.3640000e+03 1.5580900e+00 2.4080000e+01 3.1200000e+01 3.8600000e+00 5.7000000e+00 7.2000000e-01 1.3350000e+01 1.0000000e+00 8.6449999e-01
2.4890000e+03 2.6441374e+00 1.9330000e+01 2.5100000e+01 1.8300000e+00 3.8000000e+00 6.3000000e-01 1.2250000e+01 1.0000000e+00 8.6091173e-01
2.6150000e+03 inf 1.5230000e+01 1.8000000e+01 0.0000000e+00 0.0000000e+00 4.7000000e-01 1.3000000e+01 1.0000000e+00 inf
2.7400000e+03 inf 1.1580000e+01 1.3700000e+01 0.0000000e+00 0.0000000e+00 3.1000000e-01 1.4850000e+01 1.0000000e+00 inf
2.8650000e+03 inf 8.8700000e+00 1.1500000e+01 0.0000000e+00 0.0000000e+00 3.4000000e-01 1.0470000e+01 1.0000000e+00 inf
2.9910000e+03 inf 7.5800000e+00 1.1000000e+01 0.0000000e+00 0.0000000e+00 3.6000000e-01 8.3300000e+00 1.0000000e+00 inf
3.1160000e+03 inf 7.4900000e+00 1.0900000e+01 0.0000000e+00 0.0000000e+00 3.8000000e-01 7.7900000e+00 1.0000000e+00 inf
3.2420000e+03 inf 6.9000000e+00 1.1500000e+01 0.0000000e+00 0.0000000e+00 4.0000000e-01 6.9000000e+00 1.0000000e+00 inf
3.3680000e+03 inf 7.1400000e+00 1.1900000e+01 0.0000000e+00 0.0000000e+00 4.1000000e-01 7.0300000e+00 1.0000000e+00 inf
3.4940000e+03 inf 9.3200000e+00 1.2100000e+01 0.0000000e+00 0.0000000e+00 4.0000000e-01 9.3700000e+00 1.0000000e+00 inf
3.6190000e+03 inf 1.0130000e+01 1.3100000e+01 0.0000000e+00 0.0000000e+00 3.7000000e-01 1.0860000e+01 1.0000000e+00 inf
3.7450000e+03 inf 1.0810000e+01 1.4000000e+01 0.0000000e+00 0.0000000e+00 3.3000000e-01 1.3140000e+01 1.0000000e+00 inf
3.8710000e+03 inf 1.1770000e+01 1.5300000e+01 0.0000000e+00 0.0000000e+00 4.1000000e-01 1.1490000e+01 1.0000000e+00 inf
3.9970000e+03 2.2757072e+00 1.3880000e+01 1.8000000e+01 1.5200000e+00 3.2000000e+00 5.9000000e-01 9.3400000e+00 1.0000000e+00 9.7152472e-01
4.1230000e+03 1.1751767e+00 1.8030000e+01 2.3400000e+01 3.8400000e+00 5.7000000e+00 8.2000000e-01 8.7900000e+00 -1.0000000e+00 8.7735695e-01
4.2490000e+03 1.0873874e+00 2.4120000e+01 3.1300000e+01 5.5500000e+00 8.2000000e+00 1.0200000e+00 9.4600000e+00 -1.0000000e+00 8.2921225e-01
4.3750000e+03 8.0406189e-01 3.0620000e+01 3.9700000e+01 9.5200000e+00 1.1600000e+01 1.0900000e+00 1.1240000e+01 -1.0000000e+00 7.4129665e-01
4.5010000e+03 6.4419490e-01 3.5590000e+01 4.2100000e+01 1.3810000e+01 1.4500000e+01 1.1400000e+00 1.2490000e+01 -1.0000000e+00 6.1552835e-01
4.6270000e+03 5.4485613e-01 3.6230000e+01 4.2900000e+01 1.6620000e+01 1.5600000e+01 1.1000000e+00 1.3090000e+01 -1.0000000e+00 5.7425892e-01
4.7540000e+03 5.3679693e-01 3.4780000e+01 3.8100000e+01 1.6200000e+01 1.5200000e+01 8.9000000e-01 1.5610000e+01 -1.0000000e+00 5.3487492e-01
4.8800000e+03 5.3525370e-01 3.1300000e+01 3.4300000e+01 1.4620000e+01 1.3700000e+01 7.6000000e-01 1.6330000e+01 -1.0000000e+00 5.1403970e-01
5.0060000e+03 5.3642923e-01 2.7780000e+01 3.0400000e+01 1.2950000e+01 1.2200000e+01 6.5000000e-01 1.7010000e+01 -1.0000000e+00 4.3259937e-01
5.1320000e+03 5.3991097e-01 2.4600000e+01 2.7000000e+01 1.1390000e+01 1.0700000e+01 5.8000000e-01 1.6790000e+01 -1.0000000e+00 4.2059660e-01
5.2580000e+03 7.9191470e-01 2.2160000e+01 2.2700000e+01 7.0000000e+00 8.5000000e+00 5.8000000e-01 1.5130000e+01 -1.0000000e+00 5.0531727e-01
5.3840000e+03 7.6768166e-01 1.7680000e+01 1.9400000e+01 5.7600000e+00 7.0000000e+00 5.0000000e-01 1.4050000e+01 -1.0000000e+00 5.7956290e-01
5.5110000e+03 1.1790514e+00 1.3530000e+01 1.4800000e+01 2.8700000e+00 4.3000000e+00 3.7000000e-01 1.4780000e+01 -1.0000000e+00 6.3570613e-01
5.6370000e+03 inf 8.8100000e+00 1.0400000e+01 0.0000000e+00 0.0000000e+00 2.2000000e-01 1.6060000e+01 1.0000000e+00 inf
5.7630000e+03 inf 6.2200000e+00 7.4000000e+00 0.0000000e+00 0.0000000e+00 1.5000000e-01 1.6200000e+01 1.0000000e+00 inf
5.8890000e+03 inf 3.9800000e+00 6.7000000e+00 0.0000000e+00 0.0000000e+00 1.5000000e-01 1.0450000e+01 1.0000000e+00 inf
6.0160000e+03 inf 5.2400000e+00 8.8000000e+00 0.0000000e+00 0.0000000e+00 1.9000000e-01 1.1140000e+01 1.0000000e+00 inf
6.1420000e+03 inf 7.5900000e+00 1.1000000e+01 0.0000000e+00 0.0000000e+00 2.7000000e-01 1.1080000e+01 1.0000000e+00 inf
6.2680000e+03 inf 9.0400000e+00 1.3100000e+01 0.0000000e+00 0.0000000e+00 3.6000000e-01 1.0090000e+01 1.0000000e+00 inf
6.3940000e+03 inf 8.7000000e+00 1.4600000e+01 0.0000000e+00 0.0000000e+00 4.0000000e-01 8.6300000e+00 1.0000000e+00 inf
6.5210000e+03 inf 1.0060000e+01 1.4600000e+01 0.0000000e+00 0.0000000e+00 3.8000000e-01 1.0570000e+01 1.0000000e+00 inf
6.6470000e+03 inf 9.9000000e+00 1.4300000e+01 0.0000000e+00 0.0000000e+00 3.9000000e-01 1.0050000e+01 1.0000000e+00 inf
6.7730000e+03 inf 8.8300000e+00 1.4800000e+01 0.0000000e+00 0.0000000e+00 4.5000000e-01 7.8100000e+00 1.0000000e+00 inf
6.9000000e+03 inf 7.3700000e+00 1.5100000e+01 0.0000000e+00 0.0000000e+00 4.4000000e-01 6.6500000e+00 1.0000000e+00 inf
7.0260000e+03 inf 6.2800000e+00 1.2900000e+01 0.0000000e+00 0.0000000e+00 3.6000000e-01 6.8700000e+00 1.0000000e+00 inf
7.1520000e+03 inf 4.4700000e+00 9.2000000e+00 0.0000000e+00 0.0000000e+00 2.5000000e-01 7.0800000e+00 1.0000000e+00 inf
7.2790000e+03 inf 1.4500000e+00 4.2000000e+00 0.0000000e+00 0.0000000e+00 1.5000000e-01 3.9900000e+00 1.0000000e+00 inf
7.4050000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.5310000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.6580000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.7840000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.9100000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
8.0370000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
8.1630000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
8.2900000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
8.4160000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
8.5420000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
8.6690000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
8.7950000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
8.9210000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
9.0480000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
9.1740000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
9.3010000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
9.4270000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
9.5530000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
9.6800000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
9.8060000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
9.9330000e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
9.9500000e+03 7.0099968e-01 4.1500000e+00 8.5000000e+00 1.4800000e+00 3.1000000e+00 2.2000000e-01 7.6200000e+00 -1.0000000e+00 3.6699352e-01
9.8230000e+03 7.7025521e-01 5.1500000e+00 8.6000000e+00 1.6700000e+00 3.5000000e+00 2.0000000e-01 1.0200000e+01 -1.0000000e+00 3.0128136e-01
9.6970000e+03 8.9392704e-01 6.1100000e+00 8.8000000e+00 1.7100000e+00 3.6000000e+00 2.0000000e-01 1.2140000e+01 -1.0000000e+00 2.9376805e-01
9.5700000e+03 9.0232247e-01 5.9100000e+00 9.9000000e+00 1.6400000e+00 3.4000000e+00 2.1000000e-01 1.1150000e+01 -1.0000000e+00 3.2271346e-01
9.4440000e+03 1.1156276e+00 8.7100000e+00 1.2600000e+01 1.9500000e+00 4.1000000e+00 2.8000000e-01 1.2230000e+01 -1.0000000e+00 3.6398250e-01
9.3170000e+03 2.1196005e+00 1.2770000e+01 1.6500000e+01 1.5100000e+00 3.2000000e+00 4.0000000e-01 1.2580000e+01 1.0000000e+00 6.7219645e-01
9.1910000e+03 inf 1.6310000e+01 2.1100000e+01 0.0000000e+00 0.0000000e+00 5.6000000e-01 1.1670000e+01 1.0000000e+00 inf
9.0650000e+03 inf 2.0020000e+01 2.5900000e+01 0.0000000e+00 0.0000000e+00 7.3000000e-01 1.0960000e+01 1.0000000e+00 inf
8.9380000e+03 3.8468149e+00 2.2990000e+01 2.9800000e+01 1.4900000e+00 3.1000000e+00 8.6000000e-01 1.0610000e+01 1.0000000e+00 1.4461299e+00
8.8120000e+03 1.5566067e+00 2.4610000e+01 3.1900000e+01 3.9500000e+00 5.9000000e+00 9.5000000e-01 1.0330000e+01 1.0000000e+00 1.2008168e+00
8.6850000e+03 1.2164243e+00 2.4810000e+01 3.2200000e+01 5.1000000e+00 7.6000000e+00 1.0000000e+00 9.9400000e+00 -1.0000000e+00 9.5313531e-01
8.5590000e+03 9.2961919e-01 2.2780000e+01 3.3000000e+01 6.1300000e+00 9.1000000e+00 1.0000000e+00 9.0800000e+00 -1.0000000e+00 7.6788652e-01
8.4320000e+03 7.7595747e-01 2.1160000e+01 3.0700000e+01 6.8200000e+00 1.0100000e+01 9.5000000e-01 8.9200000e+00 -1.0000000e+00 6.1917984e-01
8.3060000e+03 6.4897907e-01 1.7990000e+01 3.0100000e+01 6.9300000e+00 1.0300000e+01 8.2000000e-01 8.7100000e+00 -1.0000000e+00 5.0483543e-01
8.1800000e+03 5.7767165e-01 1.4550000e+01 2.4400000e+01 6.3000000e+00 9.4000000e+00 6.5000000e-01 8.8900000e+00 -1.0000000e+00 4.2716980e-01
8.0530000e+03 5.3029454e-01 1.0770000e+01 1.8000000e+01 5.0800000e+00 7.5000000e+00 4.9000000e-01 8.7400000e+00 -1.0000000e+00 3.9638084e-01
7.9270000e+03 5.7694721e-01 8.4400000e+00 1.2200000e+01 3.6600000e+00 5.4000000e+00 3.4000000e-01 1.0030000e+01 -1.0000000e+00 3.8509506e-01
7.8000000e+03 inf 6.1800000e+00 9.0000000e+00 0.0000000e+00 0.0000000e+00 2.1000000e-01 1.1720000e+01 1.0000000e+00 inf
7.6740000e+03 inf 5.1400000e+00 7.4000000e+00 0.0000000e+00 0.0000000e+00 1.5000000e-01 1.3260000e+01 1.0000000e+00 inf
7.5480000e+03 inf 4.5700000e+00 7.6000000e+00 0.0000000e+00 0.0000000e+00 1.8000000e-01 9.9600000e+00 1.0000000e+00 inf
7.4210000e+03 inf 5.3200000e+00 8.9000000e+00 0.0000000e+00 0.0000000e+00 2.4000000e-01 8.7200000e+00 1.0000000e+00 inf
7.2950000e+03 inf 5.8400000e+00 9.8000000e+00 0.0000000e+00 0.0000000e+00 2.8000000e-01 8.4800000e+00 1.0000000e+00 inf
7.1680000e+03 inf 5.9400000e+00 9.9000000e+00 0.0000000e+00 0.0000000e+00 2.6000000e-01 9.0800000e+00 1.0000000e+00 inf
7.0420000e+03 inf 5.7900000e+00 9.7000000e+00 0.0000000e+00 0.0000000e+00 2.7000000e-01 8.5700000e+00 1.0000000e+00 inf
6.9160000e+03 inf 5.6800000e+00 9.5000000e+00 0.0000000e+00 0.0000000e+00 3.0000000e-01 7.6700000e+00 1.0000000e+00 inf
6.7890000e+03 inf 6.6100000e+00 9.6000000e+00 0.0000000e+00 0.0000000e+00 3.4000000e-01 7.8700000e+00 1.0000000e+00 inf
6.6630000e+03 inf 7.0100000e+00 1.0200000e+01 0.0000000e+00 0.0000000e+00 3.8000000e-01 7.4400000e+00 1.0000000e+00 inf
6.5360000e+03 inf 6.5100000e+00 1.0900000e+01 0.0000000e+00 0.0000000e+00 4.0000000e-01 6.5200000e+00 1.0000000e+00 inf
6.4100000e+03 inf 6.4400000e+00 1.0800000e+01 0.0000000e+00 0.0000000e+00 3.9000000e-01 6.5300000e+00 1.0000000e+00 inf
6.2840000e+03 inf 5.8500000e+00 9.8000000e+00 0.0000000e+00 0.0000000e+00 3.6000000e-01 6.4400000e+00 1.0000000e+00 inf
6.1570000e+03 6.0353822e-01 4.2500000e+00 8.7000000e+00 1.7600000e+00 3.7000000e+00 3.1000000e-01 5.4800000e+00 -1.0000000e+00 4.3912438e-01
6.0310000e+03 4.5458248e-01 3.3400000e+00 6.9000000e+00 1.8400000e+00 3.9000000e+00 2.4000000e-01 5.4800000e+00 -1.0000000e+00 3.3089635e-01
5.9050000e+03 4.1849130e-01 2.6500000e+00 5.4000000e+00 1.5800000e+00 3.3000000e+00 1.8000000e-01 5.7600000e+00 -1.0000000e+00 2.9001638e-01
5.7780000e+03 inf 2.3800000e+00 4.9000000e+00 0.0000000e+00 0.0000000e+00 1.4000000e-01 6.7500000e+00 1.0000000e+00 inf
5.6520000e+03 inf 2.4200000e+00 5.0000000e+00 0.0000000e+00 0.0000000e+00 1.3000000e-01 7.2000000e+00 1.0000000e+00 inf
5.5260000e+03 inf 2.7500000e+00 5.6000000e+00 0.0000000e+00 0.0000000e+00 1.8000000e-01 6.0500000e+00 1.0000000e+00 inf
5.3990000e+03 inf 3.4600000e+00 7.1000000e+00 0.0000000e+00 0.0000000e+00 2.4000000e-01 5.8700000e+00 1.0000000e+00 inf
5.2730000e+03 inf 4.1500000e+00 8.5000000e+00 0.0000000e+00 0.0000000e+00 2.9000000e-01 5.6200000e+00 1.0000000e+00 inf
5.1470000e+03 inf 4.6700000e+00 9.6000000e+00 0.0000000e+00 0.0000000e+00 3.5000000e-01 5.3500000e+00 1.0000000e+00 inf
5.0200000e+03 inf 4.8000000e+00 9.8000000e+00 0.0000000e+00 0.0000000e+00 3.7000000e-01 5.2000000e+00 1.0000000e+00 inf
4.8940000e+03 inf 4.4200000e+00 9.1000000e+00 0.0000000e+00 0.0000000e+00 3.3000000e-01 5.3100000e+00 1.0000000e+00 inf
4.7680000e+03 inf 4.4500000e+00 7.5000000e+00 0.0000000e+00 0.0000000e+00 2.5000000e-01 7.1500000e+00 1.0000000e+00 inf
4.6420000e+03 inf 5.3400000e+00 7.7000000e+00 0.0000000e+00 0.0000000e+00 1.6000000e-01 1.3340000e+01 1.0000000e+00 inf
4.5150000e+03 inf 5.8200000e+00 8.4000000e+00 0.0000000e+00 0.0000000e+00 2.1000000e-01 1.1020000e+01 1.0000000e+00 inf
4.3890000e+03 inf 7.1400000e+00 1.0300000e+01 0.0000000e+00 0.0000000e+00 3.4000000e-01 8.4800000e+00 1.0000000e+00 inf
4.2630000e+03 inf 8.1700000e+00 1.3700000e+01 0.0000000e+00 0.0000000e+00 4.9000000e-01 6.6700000e+00 1.0000000e+00 inf
4.1370000e+03 1.7514738e+00 1.0000000e+01 1.6700000e+01 1.4300000e+00 3.0000000e+00 6.2000000e-01 6.4400000e+00 1.0000000e+00 1.0850772e+00
4.0110000e+03 9.4364971e-01 1.2420000e+01 1.8000000e+01 3.2900000e+00 4.9000000e+00 6.7000000e-01 7.4000000e+00 -1.0000000e+00 9.5847815e-01
3.8840000e+03 9.0641928e-01 1.4290000e+01 2.0700000e+01 3.9400000e+00 5.9000000e+00 6.3000000e-01 9.0200000e+00 -1.0000000e+00 7.8242385e-01
3.7580000e+03 9.9685955e-01 1.7670000e+01 2.5600000e+01 4.4300000e+00 6.6000000e+00 7.5000000e-01 9.3500000e+00 -1.0000000e+00 7.7060157e-01
3.6320000e+03 8.5342211e-01 2.3580000e+01 3.4200000e+01 6.9100000e+00 8.4000000e+00 1.1000000e+00 8.5800000e+00 -1.0000000e+00 9.2461157e-01
3.5060000e+03 9.2722321e-01 3.2890000e+01 4.2600000e+01 8.8700000e+00 1.0800000e+01 1.4300000e+00 9.1500000e+00 -1.0000000e+00 9.5157844e-01
3.3800000e+03 7.9451346e-01 4.2460000e+01 5.5000000e+01 1.3360000e+01 1.4000000e+01 1.6700000e+00 1.0130000e+01 -1.0000000e+00 8.8317168e-01
3.2540000e+03 7.7038014e-01 5.0490000e+01 6.5400000e+01 1.6390000e+01 1.7200000e+01 1.7400000e+00 1.1570000e+01 -1.0000000e+00 8.0589384e-01
3.1280000e+03 7.1821046e-01 5.6570000e+01 6.2000000e+01 1.9690000e+01 1.8500000e+01 1.8300000e+00 1.2310000e+01 -1.0000000e+00 8.1310070e-01
3.0020000e+03 7.1306324e-01 5.5190000e+01 6.0500000e+01 1.9350000e+01 1.8200000e+01 1.9700000e+00 1.1170000e+01 -1.0000000e+00 8.2371211e-01
2.8760000e+03 7.4737823e-01 4.7540000e+01 5.2100000e+01 1.5900000e+01 1.6700000e+01 1.8000000e+00 1.0540000e+01 -1.0000000e+00 8.1404489e-01
2.7500000e+03 7.9606563e-01 4.0870000e+01 3.4200000e+01 1.2840000e+01 1.3500000e+01 1.3900000e+00 1.1690000e+01 -1.0000000e+00 7.7843505e-01
2.6250000e+03 8.4868354e-01 3.2520000e+01 2.7200000e+01 9.5800000e+00 1.0100000e+01 9.5000000e-01 1.3610000e+01 -1.0000000e+00 7.1905947e-01
2.4990000e+03 1.3435667e+00 3.1910000e+01 2.4700000e+01 5.9400000e+00 7.2000000e+00 6.2000000e-01 2.0490000e+01 -1.0000000e+00 6.4598054e-01
2.3730000e+03 1.5390537e+00 3.9430000e+01 2.9500000e+01 6.4000000e+00 6.7000000e+00 5.2000000e-01 3.0370000e+01 1.0000000e+00 7.3821598e-01
2.2480000e+03 1.5573907e+00 5.7540000e+01 4.0500000e+01 9.2400000e+00 9.7000000e+00 8.9000000e-01 2.5870000e+01 1.0000000e+00 8.4881961e-01
2.1230000e+03 1.1508812e+00 8.0660000e+01 5.6700000e+01 1.7520000e+01 1.5000000e+01 1.3600000e+00 2.3630000e+01 -1.0000000e+00 8.2792562e-01
1.9970000e+03 9.9838686e-01 1.0301000e+02 7.2400000e+01 2.5790000e+01 2.0500000e+01 1.8100000e+00 2.2740000e+01 -1.0000000e+00 7.9418635e-01
1.8720000e+03 9.4027227e-01 1.1689000e+02 8.2200000e+01 3.1080000e+01 2.4700000e+01 2.0500000e+00 2.2730000e+01 -1.0000000e+00 7.5951362e-01
1.7480000e+03 8.6719352e-01 1.2098000e+02 8.2700000e+01 3.4880000e+01 2.5900000e+01 2.0300000e+00 2.3800000e+01 -1.0000000e+00 7.2241813e-01
1.6230000e+03 8.0962193e-01 1.1667000e+02 7.9700000e+01 3.6020000e+01 2.5200000e+01 1.8700000e+00 2.4950000e+01 -1.0000000e+00 7.0225793e-01
